held_out_pair_id,contrast,feature,mean_difference_without_pair,full_mean_difference
dyad_001,S1_vs_S2S3S4_mean,p2_gaze_category_away_unknown_ratio_session_mean,-0.07369608023387479,-0.06707036556801445
dyad_002,S1_vs_S2S3S4_mean,p2_gaze_category_away_unknown_ratio_session_mean,-0.06510722944763059,-0.06707036556801445
dyad_003,S1_vs_S2S3S4_mean,p2_gaze_category_away_unknown_ratio_session_mean,-0.06956714419087376,-0.06707036556801445
dyad_004,S1_vs_S2S3S4_mean,p2_gaze_category_away_unknown_ratio_session_mean,-0.057951214982632185,-0.06707036556801445
dyad_005,S1_vs_S2S3S4_mean,p2_gaze_category_away_unknown_ratio_session_mean,-0.07244769763670086,-0.06707036556801445
dyad_006,S1_vs_S2S3S4_mean,p2_gaze_category_away_unknown_ratio_session_mean,-0.07365421185423779,-0.06707036556801445
dyad_007,S1_vs_S2S3S4_mean,p2_gaze_category_away_unknown_ratio_session_mean,-0.0719143607293962,-0.06707036556801445
dyad_008,S1_vs_S2S3S4_mean,p2_gaze_category_away_unknown_ratio_session_mean,-0.054871450278082615,-0.06707036556801445
dyad_009,S1_vs_S2S3S4_mean,p2_gaze_category_away_unknown_ratio_session_mean,-0.0678382887690359,-0.06707036556801445
dyad_010,S1_vs_S2S3S4_mean,p2_gaze_category_away_unknown_ratio_session_mean,-0.07352793789173098,-0.06707036556801445
dyad_011,S1_vs_S2S3S4_mean,p2_gaze_category_away_unknown_ratio_session_mean,-0.057198405233963336,-0.06707036556801445
dyad_001,S1_vs_S2S3S4_mean,any_partner_gaze_count_session_mean,5.665429142290369,5.213785198093907
dyad_002,S1_vs_S2S3S4_mean,any_partner_gaze_count_session_mean,5.682286244156257,5.213785198093907
dyad_003,S1_vs_S2S3S4_mean,any_partner_gaze_count_session_mean,5.420345037295142,5.213785198093907
dyad_004,S1_vs_S2S3S4_mean,any_partner_gaze_count_session_mean,4.8092772017848215,5.213785198093907
dyad_005,S1_vs_S2S3S4_mean,any_partner_gaze_count_session_mean,5.151371107963146,5.213785198093907
dyad_006,S1_vs_S2S3S4_mean,any_partner_gaze_count_session_mean,5.0579889357097185,5.213785198093907
dyad_007,S1_vs_S2S3S4_mean,any_partner_gaze_count_session_mean,5.670405899670857,5.213785198093907
dyad_008,S1_vs_S2S3S4_mean,any_partner_gaze_count_session_mean,4.112006823470457,5.213785198093907
dyad_009,S1_vs_S2S3S4_mean,any_partner_gaze_count_session_mean,5.720567758307338,5.213785198093907
dyad_010,S1_vs_S2S3S4_mean,any_partner_gaze_count_session_mean,5.227371484593823,5.213785198093907
dyad_011,S1_vs_S2S3S4_mean,any_partner_gaze_count_session_mean,4.834587543791041,5.213785198093907
dyad_001,S1_vs_S4,p1_task_gaze_transition_count_session_mean,0.6714478350866123,0.6689947997555243
dyad_002,S1_vs_S4,p1_task_gaze_transition_count_session_mean,0.7007597041617186,0.6689947997555243
dyad_003,S1_vs_S4,p1_task_gaze_transition_count_session_mean,0.7069981758349729,0.6689947997555243
dyad_004,S1_vs_S4,p1_task_gaze_transition_count_session_mean,0.6772896285682861,0.6689947997555243
dyad_005,S1_vs_S4,p1_task_gaze_transition_count_session_mean,0.6501155912064867,0.6689947997555243
dyad_006,S1_vs_S4,p1_task_gaze_transition_count_session_mean,0.6854776130644101,0.6689947997555243
dyad_007,S1_vs_S4,p1_task_gaze_transition_count_session_mean,0.6748039851164268,0.6689947997555243
dyad_008,S1_vs_S4,p1_task_gaze_transition_count_session_mean,0.5822782376534963,0.6689947997555243
dyad_009,S1_vs_S4,p1_task_gaze_transition_count_session_mean,0.7624599362967334,0.6689947997555243
dyad_010,S1_vs_S4,p1_task_gaze_transition_count_session_mean,0.5870879136833314,0.6689947997555243
dyad_011,S1_vs_S4,p1_task_gaze_transition_count_session_mean,0.6602241766382932,0.6689947997555243
dyad_001,S1_vs_S2S3S4_mean,p1_task_gaze_transition_count_session_mean,0.5188891197938,0.5243271370341568
dyad_002,S1_vs_S2S3S4_mean,p1_task_gaze_transition_count_session_mean,0.5326482757283818,0.5243271370341568
dyad_003,S1_vs_S2S3S4_mean,p1_task_gaze_transition_count_session_mean,0.529567699598053,0.5243271370341568
dyad_004,S1_vs_S2S3S4_mean,p1_task_gaze_transition_count_session_mean,0.520053415905988,0.5243271370341568
dyad_005,S1_vs_S2S3S4_mean,p1_task_gaze_transition_count_session_mean,0.5326907640865187,0.5243271370341568
dyad_006,S1_vs_S2S3S4_mean,p1_task_gaze_transition_count_session_mean,0.5821896454624801,0.5243271370341568
dyad_007,S1_vs_S2S3S4_mean,p1_task_gaze_transition_count_session_mean,0.5478111404648235,0.5243271370341568
dyad_008,S1_vs_S2S3S4_mean,p1_task_gaze_transition_count_session_mean,0.4310218755124177,0.5243271370341568
