true_label,pred_label,count
1,1,406
1,2,283
1,3,194
1,4,189
2,1,423
2,2,218
2,3,143
2,4,180
3,1,195
3,2,120
3,3,129
3,4,131
4,1,370
4,2,150
4,3,179
4,4,358
