true_label,pred_label,count
1,1,193
1,2,126
1,3,46
1,4,61
2,1,156
2,2,94
2,3,51
2,4,82
3,1,89
3,2,59
3,3,26
3,4,53
4,1,129
4,2,58
4,3,87
4,4,145
