true_label,pred_label,count
1,1,498
1,2,208
1,3,120
1,4,246
2,1,320
2,2,245
2,3,139
2,4,260
3,1,174
3,2,142
3,3,86
3,4,173
4,1,257
4,2,263
4,3,159
4,4,378
