true_label,pred_label,count
1,1,495
1,2,251
1,3,166
1,4,160
2,1,293
2,2,279
2,3,167
2,4,225
3,1,164
3,2,169
3,3,111
3,4,131
4,1,219
4,2,379
4,3,222
4,4,237
