true_label,pred_label,count
1,1,127
1,2,0
1,3,0
1,4,299
2,1,249
2,2,0
2,3,0
2,4,134
3,1,140
3,2,0
3,3,0
3,4,87
4,1,366
4,2,0
4,3,0
4,4,53
