true_label,pred_label,count
1,1,322
1,2,0
1,3,0
1,4,750
2,1,628
2,2,0
2,3,0
2,4,336
3,1,355
3,2,0
3,3,0
3,4,220
4,1,921
4,2,0
4,3,0
4,4,136
