true_label,pred_label,count
1,1,877
1,2,352
1,3,246
1,4,673
2,1,421
2,2,340
2,3,387
2,4,783
3,1,184
3,2,245
3,3,271
3,4,456
4,1,331
4,2,426
4,3,381
4,4,981
