true_label,pred_label,count
1,1,943
1,2,553
1,3,370
1,4,282
2,1,760
2,2,337
2,3,337
2,4,497
3,1,295
3,2,247
3,3,292
3,4,322
4,1,406
4,2,306
4,3,396
4,4,1011
