true_label,pred_label,count
1,1,434
1,2,275
1,3,130
1,4,233
2,1,459
2,2,209
2,3,97
2,4,199
3,1,211
3,2,118
3,3,86
3,4,160
4,1,433
4,2,135
4,3,152
4,4,337
