true_label,pred_label,count
1,1,457
1,2,272
1,3,208
1,4,135
2,1,361
2,2,227
2,3,171
2,4,205
3,1,202
3,2,144
3,3,101
3,4,128
4,1,231
4,2,166
4,3,253
4,4,407
