true_label,pred_label,count
1,1,216
1,2,85
1,3,44
1,4,81
2,1,126
2,2,123
2,3,46
2,4,88
3,1,63
3,2,63
3,3,31
3,4,70
4,1,103
4,2,147
4,3,60
4,4,109
