true_label,pred_label,count
1,1,178
1,2,109
1,3,70
1,4,69
2,1,157
2,2,63
2,3,88
2,4,75
3,1,57
3,2,49
3,3,66
3,4,55
4,1,111
4,2,56
4,3,100
4,4,152
