true_label,pred_label,count
1,1,182
1,2,96
1,3,51
1,4,97
2,1,176
2,2,59
2,3,64
2,4,84
3,1,65
3,2,47
3,3,53
3,4,62
4,1,133
4,2,47
4,3,75
4,4,164
