true_label,pred_label,count
1,1,913
1,2,539
1,3,340
1,4,356
2,1,608
2,2,552
2,3,364
2,4,407
3,1,312
3,2,316
3,3,233
3,4,295
4,1,497
4,2,671
4,3,456
4,4,495
