session_label,dyad_id,order,from_actor_slot,to_actor_slot,actor_word,other_word_same_window,response_word,prev_actor_word,window_index,response_window_index
20260510_122925_order4,dyad_008,4,person_B,person_A,IW11,IW01,IW01,IW01,554,555
20260510_122925_order4,dyad_008,4,person_A,person_B,IW00,IW01,IW01,IW11,557,558
20260510_122925_order4,dyad_008,4,person_B,person_A,IW01,IW01,IW01,IW01,561,562
20260510_122925_order4,dyad_008,4,person_A,person_B,IW03,IW01,IW01,IW03,565,566
20260510_122925_order4,dyad_008,4,person_B,person_A,IW01,IW07,IW01,IW03,566,567
20260510_122925_order4,dyad_008,4,person_A,person_B,IW01,IW01,IW01,IW01,572,573
20260510_122925_order4,dyad_008,4,person_B,person_A,IW07,IW03,IW01,IW01,574,575
20260510_122925_order4,dyad_008,4,person_A,person_B,IW01,IW07,IW01,IW07,575,576
20260510_122925_order4,dyad_008,4,person_B,person_A,IW01,IW01,IW01,IW01,587,588
20260510_122925_order4,dyad_008,4,person_A,person_B,IW01,IW01,IW01,IW09,592,593
20260510_122925_order4,dyad_008,4,person_B,person_A,IW08,IW06,IW01,IW08,599,600
20260510_122925_order4,dyad_008,4,person_A,person_B,IW01,IW01,IW08,IW01,614,615
20260510_122925_order4,dyad_008,4,person_B,person_A,IW11,IW11,IW11,IW01,621,622
20260510_122925_order4,dyad_008,4,person_A,person_B,IW03,IW07,IW01,IW09,627,628
20260510_122925_order4,dyad_008,4,person_A,person_B,IW01,IW01,IW01,IW02,632,633
20260510_122925_order4,dyad_008,4,person_B,person_A,IW08,IW01,IW01,IW08,652,653
20260510_140907_order1,dyad_009,1,person_B,person_A,IW01,IW01,IW01,START,3,4
20260510_140907_order1,dyad_009,1,person_B,person_A,IW01,IW01,IW01,IW01,164,165
20260510_140907_order1,dyad_009,1,person_A,person_B,IW01,IW01,IW01,IW01,166,167
20260510_140907_order1,dyad_009,1,person_A,person_B,IW01,IW05,IW05,IW01,175,176
20260510_140907_order1,dyad_009,1,person_A,person_B,IW01,IW01,IW01,IW01,206,207
20260510_140907_order1,dyad_009,1,person_B,person_A,IW01,IW01,IW01,IW09,225,226
20260510_140907_order1,dyad_009,1,person_A,person_B,IW01,IW01,IW01,IW01,254,255
20260510_140907_order1,dyad_009,1,person_B,person_A,IW01,IW01,IW04,IW01,266,267
20260510_140907_order1,dyad_009,1,person_B,person_A,IW08,IW01,IW01,IW01,288,289
20260510_140907_order1,dyad_009,1,person_A,person_B,IW01,IW01,IW01,IW01,290,291
20260510_140907_order1,dyad_009,1,person_A,person_B,IW01,IW07,IW01,IW01,297,298
20260510_140907_order1,dyad_009,1,person_B,person_A,IW06,IW01,IW06,IW09,301,302
20260510_140907_order1,dyad_009,1,person_A,person_B,IW02,IW01,IW01,IW06,303,304
20260510_140907_order1,dyad_009,1,person_A,person_B,IW01,IW07,IW07,IW01,471,472
20260510_140907_order1,dyad_009,1,person_B,person_A,IW01,IW01,IW01,IW10,475,476
20260510_140907_order1,dyad_009,1,person_B,person_A,IW01,IW01,IW01,IW01,497,498
20260510_140907_order1,dyad_009,1,person_A,person_B,IW01,IW01,IW10,IW01,498,499
20260510_140907_order1,dyad_009,1,person_B,person_A,IW01,IW01,IW01,IW09,502,503
20260510_140907_order1,dyad_009,1,person_B,person_A,IW01,IW01,IW01,IW01,518,519
20260510_140907_order1,dyad_009,1,person_B,person_A,IW01,IW01,IW01,IW01,540,541
20260510_140907_order1,dyad_009,1,person_A,person_B,IW01,IW11,IW01,IW01,562,563
20260510_140907_order1,dyad_009,1,person_B,person_A,IW11,IW01,IW01,IW01,564,565
20260510_140907_order1,dyad_009,1,person_A,person_B,IW01,IW01,IW07,IW01,585,586
20260510_140907_order1,dyad_009,1,person_A,person_B,IW01,IW07,IW01,IW01,617,618
20260510_140907_order1,dyad_009,1,person_A,person_B,IW01,IW01,IW10,IW01,622,623
20260510_140907_order1,dyad_009,1,person_B,person_A,IW01,IW01,IW01,IW01,628,629
20260510_140907_order1,dyad_009,1,person_A,person_B,IW11,IW07,IW06,IW01,632,633
20260510_140907_order1,dyad_009,1,person_B,person_A,IW08,IW01,IW01,IW01,637,638
20260510_140907_order1,dyad_009,1,person_A,person_B,IW01,IW01,IW01,IW01,639,640
20260510_140907_order1,dyad_009,1,person_A,person_B,IW06,IW01,IW01,IW02,659,660
20260510_140907_order1,dyad_009,1,person_B,person_A,IW01,IW07,IW01,IW06,660,661
20260510_140907_order1,dyad_009,1,person_A,person_B,IW01,IW01,IW06,IW01,661,662
20260510_140907_order1,dyad_009,1,person_B,person_A,IW08,IW01,IW01,IW02,669,670
20260510_140907_order1,dyad_009,1,person_A,person_B,IW01,IW01,IW01,IW01,675,676
20260510_140907_order1,dyad_009,1,person_B,person_A,IW01,IW01,IW01,IW01,679,680
20260510_140907_order1,dyad_009,1,person_A,person_B,IW01,IW07,IW04,IW01,697,698
20260510_140907_order1,dyad_009,1,person_B,person_A,IW02,IW01,IW01,IW01,711,712
20260510_140907_order1,dyad_009,1,person_A,person_B,IW01,IW04,IW00,IW02,712,713
20260510_140907_order1,dyad_009,1,person_B,person_A,IW01,IW01,IW01,IW01,724,725
20260510_140907_order1,dyad_009,1,person_A,person_B,IW01,IW04,IW01,IW01,735,736
20260510_140907_order1,dyad_009,1,person_B,person_A,IW06,IW01,IW01,IW01,739,740
20260510_140907_order1,dyad_009,1,person_A,person_B,IW01,IW01,IW01,IW06,740,741
20260510_140907_order1,dyad_009,1,person_B,person_A,IW01,IW01,IW01,IW01,743,744
20260510_140907_order1,dyad_009,1,person_A,person_B,IW01,IW01,IW11,IW01,747,748
20260510_140907_order1,dyad_009,1,person_B,person_A,IW01,IW01,IW01,IW11,749,750
20260510_140907_order1,dyad_009,1,person_B,person_A,IW04,IW01,IW01,IW01,787,788
20260510_140907_order1,dyad_009,1,person_B,person_A,IW00,IW01,IW01,IW04,916,917
20260510_140907_order1,dyad_009,1,person_A,person_B,IW01,IW07,IW01,IW00,917,918
20260510_140907_order1,dyad_009,1,person_B,person_A,IW01,IW01,IW01,IW01,935,936
20260510_140907_order1,dyad_009,1,person_A,person_B,IW01,IW11,IW01,IW01,952,953
20260510_140907_order1,dyad_009,1,person_B,person_A,IW05,IW01,IW11,IW01,1011,1012
20260510_140907_order1,dyad_009,1,person_A,person_B,IW01,IW01,IW01,IW11,1013,1014
20260510_140907_order1,dyad_009,1,person_B,person_A,IW01,IW01,IW01,IW08,1052,1053
20260510_140907_order1,dyad_009,1,person_A,person_B,IW01,IW01,IW01,IW01,1053,1054
20260510_140907_order1,dyad_009,1,person_B,person_A,IW11,IW01,IW01,IW01,1055,1056
20260510_140907_order1,dyad_009,1,person_A,person_B,IW01,IW07,IW01,IW01,1058,1059
20260510_140907_order1,dyad_009,1,person_B,person_A,IW01,IW01,IW01,IW01,1059,1060
20260510_140907_order1,dyad_009,1,person_A,person_B,IW01,IW01,IW05,IW00,1071,1072
20260510_141947_order2,dyad_009,2,person_A,person_B,IW01,IW01,IW01,IW07,2,3
20260510_141947_order2,dyad_009,2,person_B,person_A,IW02,IW01,IW01,IW01,22,23
20260510_141947_order2,dyad_009,2,person_A,person_B,IW01,IW07,IW07,IW01,101,102
20260510_141947_order2,dyad_009,2,person_B,person_A,IW04,IW01,IW01,IW07,103,104
20260510_141947_order2,dyad_009,2,person_A,person_B,IW01,IW04,IW07,IW04,104,105
20260510_141947_order2,dyad_009,2,person_B,person_A,IW11,IW01,IW01,IW08,122,123
20260510_141947_order2,dyad_009,2,person_A,person_B,IW01,IW01,IW05,IW01,137,138
20260510_141947_order2,dyad_009,2,person_B,person_A,IW01,IW01,IW01,IW01,142,143
20260510_141947_order2,dyad_009,2,person_A,person_B,IW01,IW06,IW07,IW01,194,195
20260510_141947_order2,dyad_009,2,person_B,person_A,IW01,IW01,IW01,IW01,200,201
20260510_141947_order2,dyad_009,2,person_B,person_A,IW01,IW01,IW01,IW09,206,207
20260510_142206_order3,dyad_009,3,person_B,person_A,IW01,IW01,IW01,START,48,49
20260510_142206_order3,dyad_009,3,person_A,person_B,IW01,IW07,IW01,IW01,50,51
20260510_142206_order3,dyad_009,3,person_B,person_A,IW01,IW01,IW01,IW01,57,58
20260510_142206_order3,dyad_009,3,person_A,person_B,IW01,IW01,IW01,IW01,94,95
20260510_142206_order3,dyad_009,3,person_B,person_A,IW06,IW01,IW02,IW01,128,129
20260510_142353_order4,dyad_009,4,person_A,person_B,IW01,IW01,IW01,START,20,21
20260510_142353_order4,dyad_009,4,person_A,person_B,IW01,IW01,IW01,IW01,26,27
20260510_142353_order4,dyad_009,4,person_B,person_A,IW02,IW01,IW01,IW01,62,63
20260510_142353_order4,dyad_009,4,person_A,person_B,IW01,IW01,IW00,IW01,65,66
20260510_142353_order4,dyad_009,4,person_A,person_B,IW01,IW06,IW03,IW01,107,108
20260510_144735_order1,dyad_010,1,person_B,person_A,IW01,IW01,IW01,START,0,1
20260510_144735_order1,dyad_010,1,person_B,person_A,IW01,IW02,IW11,IW01,11,12
20260510_144735_order1,dyad_010,1,person_A,person_B,IW00,IW01,IW01,IW01,15,16
20260510_144735_order1,dyad_010,1,person_B,person_A,IW01,IW07,IW02,IW01,19,20
20260510_144735_order1,dyad_010,1,person_A,person_B,IW02,IW01,IW01,IW02,21,22
20260510_144735_order1,dyad_010,1,person_B,person_A,IW01,IW01,IW02,IW01,64,65
20260510_144735_order1,dyad_010,1,person_B,person_A,IW01,IW01,IW10,IW09,76,77
20260510_144735_order1,dyad_010,1,person_A,person_B,IW07,IW06,IW01,IW01,81,82
20260510_144735_order1,dyad_010,1,person_B,person_A,IW04,IW01,IW01,IW01,83,84
20260510_144735_order1,dyad_010,1,person_A,person_B,IW01,IW01,IW04,IW01,87,88
20260510_144735_order1,dyad_010,1,person_B,person_A,IW01,IW01,IW01,IW04,89,90
20260510_144735_order1,dyad_010,1,person_B,person_A,IW01,IW01,IW01,IW01,98,99
20260510_144735_order1,dyad_010,1,person_A,person_B,IW01,IW01,IW06,IW01,99,100
20260510_144735_order1,dyad_010,1,person_B,person_A,IW06,IW00,IW01,IW01,100,101
20260510_144735_order1,dyad_010,1,person_A,person_B,IW02,IW01,IW01,IW01,102,103
20260510_144735_order1,dyad_010,1,person_B,person_A,IW01,IW01,IW06,IW10,105,106
20260510_144735_order1,dyad_010,1,person_A,person_B,IW01,IW01,IW01,IW06,112,113
20260510_144735_order1,dyad_010,1,person_B,person_A,IW01,IW01,IW06,IW01,114,115
20260510_144735_order1,dyad_010,1,person_A,person_B,IW06,IW01,IW01,IW01,115,116
20260510_144735_order1,dyad_010,1,person_B,person_A,IW10,IW06,IW01,IW01,118,119
20260510_144735_order1,dyad_010,1,person_A,person_B,IW01,IW08,IW07,IW10,119,120
20260510_144735_order1,dyad_010,1,person_B,person_A,IW01,IW01,IW07,IW01,122,123
20260510_144735_order1,dyad_010,1,person_A,person_B,IW07,IW01,IW01,IW01,123,124
20260510_144735_order1,dyad_010,1,person_B,person_A,IW01,IW01,IW04,IW02,129,130
20260510_144735_order1,dyad_010,1,person_A,person_B,IW06,IW10,IW07,IW10,139,140
20260510_144735_order1,dyad_010,1,person_B,person_A,IW02,IW06,IW11,IW07,141,142
20260510_144735_order1,dyad_010,1,person_A,person_B,IW11,IW01,IW01,IW07,153,154
20260510_144735_order1,dyad_010,1,person_B,person_A,IW01,IW01,IW01,IW11,154,155
20260510_145002_order2,dyad_010,2,person_A,person_B,IW02,IW07,IW01,IW06,5,6
20260510_145002_order2,dyad_010,2,person_A,person_B,IW01,IW01,IW01,IW01,27,28
20260510_145002_order2,dyad_010,2,person_B,person_A,IW01,IW01,IW01,IW01,33,34
20260510_145002_order2,dyad_010,2,person_A,person_B,IW01,IW01,IW00,IW01,36,37
20260510_145002_order2,dyad_010,2,person_B,person_A,IW01,IW01,IW03,IW08,71,72
20260510_145002_order2,dyad_010,2,person_A,person_B,IW00,IW01,IW01,IW03,79,80
20260510_145002_order2,dyad_010,2,person_B,person_A,IW01,IW01,IW00,IW01,92,93
20260510_145002_order2,dyad_010,2,person_A,person_B,IW00,IW01,IW05,IW01,93,94
20260510_145002_order2,dyad_010,2,person_B,person_A,IW01,IW07,IW10,IW05,95,96
20260510_145002_order2,dyad_010,2,person_A,person_B,IW01,IW01,IW01,IW10,97,98
20260510_145002_order2,dyad_010,2,person_B,person_A,IW01,IW01,IW01,IW01,100,101
20260510_145002_order2,dyad_010,2,person_A,person_B,IW01,IW01,IW01,IW01,102,103
20260510_145002_order2,dyad_010,2,person_B,person_A,IW01,IW01,IW06,IW01,104,105
20260510_145002_order2,dyad_010,2,person_A,person_B,IW00,IW01,IW01,IW01,107,108
20260510_145002_order2,dyad_010,2,person_B,person_A,IW01,IW02,IW01,IW08,115,116
20260510_145002_order2,dyad_010,2,person_A,person_B,IW00,IW11,IW01,IW01,117,118
20260510_145002_order2,dyad_010,2,person_B,person_A,IW01,IW01,IW06,IW11,123,124
20260510_145002_order2,dyad_010,2,person_A,person_B,IW01,IW01,IW00,IW01,138,139
20260510_145002_order2,dyad_010,2,person_A,person_B,IW00,IW01,IW01,IW01,150,151
20260510_145002_order2,dyad_010,2,person_B,person_A,IW04,IW07,IW01,IW01,155,156
20260510_145002_order2,dyad_010,2,person_A,person_B,IW00,IW06,IW01,IW01,157,158
20260510_145002_order2,dyad_010,2,person_B,person_A,IW02,IW00,IW01,IW02,161,162
20260510_145002_order2,dyad_010,2,person_A,person_B,IW10,IW01,IW01,IW06,164,165
20260510_145002_order2,dyad_010,2,person_B,person_A,IW01,IW09,IW09,IW10,165,166
20260510_145002_order2,dyad_010,2,person_A,person_B,IW00,IW01,IW01,IW09,167,168
20260510_145207_order3,dyad_010,3,person_A,person_B,IW00,IW01,IW07,IW00,2,3
20260510_145207_order3,dyad_010,3,person_A,person_B,IW00,IW01,IW01,IW01,20,21
20260510_145207_order3,dyad_010,3,person_B,person_A,IW01,IW07,IW01,IW01,34,35
20260510_145207_order3,dyad_010,3,person_A,person_B,IW01,IW01,IW01,IW01,35,36
20260510_145207_order3,dyad_010,3,person_B,person_A,IW01,IW06,IW01,IW01,37,38
20260510_145207_order3,dyad_010,3,person_A,person_B,IW01,IW01,IW01,IW01,38,39
20260510_145207_order3,dyad_010,3,person_B,person_A,IW01,IW09,IW01,IW01,39,40
20260510_145207_order3,dyad_010,3,person_A,person_B,IW07,IW01,IW01,IW04,52,53
20260510_145207_order3,dyad_010,3,person_A,person_B,IW11,IW01,IW01,IW01,76,77
20260510_145207_order3,dyad_010,3,person_B,person_A,IW01,IW01,IW10,IW11,77,78
20260510_145207_order3,dyad_010,3,person_B,person_A,IW01,IW07,IW01,IW01,87,88
20260510_145207_order3,dyad_010,3,person_A,person_B,IW02,IW01,IW01,IW01,94,95
20260510_145207_order3,dyad_010,3,person_B,person_A,IW01,IW01,IW01,IW01,108,109
20260510_145207_order3,dyad_010,3,person_B,person_A,IW01,IW01,IW07,IW01,130,131
20260510_145207_order3,dyad_010,3,person_A,person_B,IW04,IW08,IW01,IW02,140,141
20260510_145207_order3,dyad_010,3,person_A,person_B,IW01,IW01,IW01,IW01,145,146
20260510_145207_order3,dyad_010,3,person_B,person_A,IW10,IW09,IW10,IW01,147,148
20260510_145207_order3,dyad_010,3,person_A,person_B,IW01,IW06,IW10,IW03,150,151
20260510_145207_order3,dyad_010,3,person_B,person_A,IW01,IW01,IW01,IW01,156,157
20260510_145207_order3,dyad_010,3,person_A,person_B,IW01,IW01,IW00,IW00,161,162
20260510_145207_order3,dyad_010,3,person_B,person_A,IW02,IW00,IW01,IW11,174,175
20260510_145207_order3,dyad_010,3,person_A,person_B,IW09,IW01,IW01,IW01,176,177
20260510_145207_order3,dyad_010,3,person_B,person_A,IW01,IW06,IW06,IW01,181,182
20260510_145409_order4,dyad_010,4,person_A,person_B,IW01,IW01,IW01,IW01,5,6
20260510_145409_order4,dyad_010,4,person_A,person_B,IW01,IW01,IW01,IW01,10,11
20260510_145409_order4,dyad_010,4,person_B,person_A,IW11,IW06,IW01,IW01,12,13
20260510_145409_order4,dyad_010,4,person_A,person_B,IW00,IW07,IW04,IW01,14,15
20260510_145409_order4,dyad_010,4,person_B,person_A,IW01,IW01,IW11,IW01,19,20
20260510_145409_order4,dyad_010,4,person_A,person_B,IW01,IW01,IW06,IW11,21,22
20260510_145409_order4,dyad_010,4,person_B,person_A,IW01,IW01,IW00,IW06,25,26
20260510_145409_order4,dyad_010,4,person_A,person_B,IW01,IW01,IW07,IW01,29,30
20260510_145409_order4,dyad_010,4,person_B,person_A,IW01,IW01,IW08,IW07,31,32
20260510_145409_order4,dyad_010,4,person_A,person_B,IW01,IW01,IW01,IW08,34,35
20260510_145409_order4,dyad_010,4,person_A,person_B,IW01,IW01,IW10,IW10,46,47
20260510_145409_order4,dyad_010,4,person_A,person_B,IW01,IW01,IW01,IW01,56,57
20260510_145409_order4,dyad_010,4,person_B,person_A,IW01,IW01,IW02,IW01,58,59
20260510_145409_order4,dyad_010,4,person_A,person_B,IW04,IW01,IW01,IW00,61,62
20260510_145409_order4,dyad_010,4,person_B,person_A,IW02,IW06,IW02,IW01,64,65
20260510_145409_order4,dyad_010,4,person_A,person_B,IW02,IW00,IW04,IW00,72,73
20260510_145409_order4,dyad_010,4,person_B,person_A,IW01,IW07,IW01,IW01,88,89
20260510_145409_order4,dyad_010,4,person_A,person_B,IW01,IW01,IW01,IW01,94,95
20260510_145409_order4,dyad_010,4,person_B,person_A,IW01,IW06,IW01,IW11,101,102
20260510_145409_order4,dyad_010,4,person_B,person_A,IW00,IW02,IW11,IW00,108,109
20260510_145409_order4,dyad_010,4,person_A,person_B,IW00,IW02,IW06,IW11,110,111
20260510_145409_order4,dyad_010,4,person_B,person_A,IW10,IW07,IW00,IW06,112,113
20260510_145409_order4,dyad_010,4,person_A,person_B,IW03,IW00,IW10,IW04,121,122
20260510_145409_order4,dyad_010,4,person_B,person_A,IW10,IW01,IW09,IW03,122,123
20260510_145409_order4,dyad_010,4,person_A,person_B,IW02,IW07,IW10,IW09,124,125
20260510_145409_order4,dyad_010,4,person_B,person_A,IW01,IW01,IW00,IW10,126,127
20260510_145409_order4,dyad_010,4,person_A,person_B,IW00,IW01,IW01,IW01,127,128
20260510_145409_order4,dyad_010,4,person_A,person_B,IW01,IW01,IW00,IW06,142,143
20260510_145409_order4,dyad_010,4,person_B,person_A,IW06,IW02,IW02,IW01,147,148
20260510_145409_order4,dyad_010,4,person_A,person_B,IW10,IW07,IW01,IW06,150,151
20260510_145409_order4,dyad_010,4,person_B,person_A,IW01,IW06,IW06,IW02,153,154
20260510_145409_order4,dyad_010,4,person_A,person_B,IW06,IW01,IW01,IW01,154,155
20260510_145409_order4,dyad_010,4,person_B,person_A,IW01,IW01,IW01,IW01,156,157
20260510_145409_order4,dyad_010,4,person_A,person_B,IW01,IW01,IW01,IW01,157,158
20260510_145409_order4,dyad_010,4,person_A,person_B,IW01,IW01,IW01,IW01,162,163
20260510_145409_order4,dyad_010,4,person_B,person_A,IW02,IW06,IW07,IW06,176,177
20260510_145409_order4,dyad_010,4,person_A,person_B,IW01,IW01,IW01,IW08,181,182
20260510_145409_order4,dyad_010,4,person_B,person_A,IW02,IW10,IW01,IW01,183,184
20260510_145409_order4,dyad_010,4,person_A,person_B,IW02,IW04,IW00,IW01,187,188
20260510_145409_order4,dyad_010,4,person_A,person_B,IW01,IW01,IW01,IW01,203,204
20260510_145409_order4,dyad_010,4,person_B,person_A,IW01,IW07,IW06,IW01,210,211
20260510_145409_order4,dyad_010,4,person_A,person_B,IW07,IW01,IW01,IW01,217,218
20260510_145409_order4,dyad_010,4,person_B,person_A,IW06,IW07,IW06,IW01,220,221
20260510_145409_order4,dyad_010,4,person_A,person_B,IW02,IW04,IW01,IW10,232,233
20260510_145409_order4,dyad_010,4,person_B,person_A,IW01,IW02,IW02,IW02,233,234
20260510_145409_order4,dyad_010,4,person_A,person_B,IW01,IW01,IW04,IW10,236,237
20260510_145409_order4,dyad_010,4,person_B,person_A,IW04,IW02,IW03,IW04,238,239
20260510_145409_order4,dyad_010,4,person_A,person_B,IW07,IW08,IW01,IW00,244,245
20260510_145409_order4,dyad_010,4,person_B,person_A,IW01,IW06,IW01,IW07,245,246
20260510_145409_order4,dyad_010,4,person_A,person_B,IW01,IW01,IW10,IW07,260,261
20260510_145409_order4,dyad_010,4,person_B,person_A,IW10,IW01,IW06,IW01,261,262
20260510_145409_order4,dyad_010,4,person_A,person_B,IW02,IW09,IW08,IW07,265,266
20260510_145409_order4,dyad_010,4,person_B,person_A,IW00,IW07,IW07,IW01,268,269
20260510_145409_order4,dyad_010,4,person_A,person_B,IW07,IW01,IW08,IW01,280,281
20260510_145409_order4,dyad_010,4,person_B,person_A,IW01,IW02,IW09,IW11,285,286
20260510_145409_order4,dyad_010,4,person_A,person_B,IW00,IW07,IW08,IW03,295,296
20260510_145409_order4,dyad_010,4,person_B,person_A,IW10,IW06,IW01,IW01,301,302
20260510_145409_order4,dyad_010,4,person_A,person_B,IW01,IW02,IW02,IW06,309,310
20260510_145409_order4,dyad_010,4,person_B,person_A,IW08,IW04,IW06,IW01,317,318
20260510_145409_order4,dyad_010,4,person_A,person_B,IW04,IW01,IW02,IW06,319,320
20260510_145409_order4,dyad_010,4,person_B,person_A,IW01,IW01,IW01,IW01,325,326
20260510_145409_order4,dyad_010,4,person_B,person_A,IW01,IW00,IW01,IW01,336,337
20260510_145409_order4,dyad_010,4,person_A,person_B,IW10,IW06,IW01,IW06,339,340
20260510_154339_order1,dyad_011,1,person_B,person_A,IW01,IW07,IW01,IW08,1,2
20260510_154339_order1,dyad_011,1,person_B,person_A,IW01,IW01,IW01,IW01,83,84
20260510_154339_order1,dyad_011,1,person_B,person_A,IW01,IW01,IW02,IW05,159,160
20260510_154339_order1,dyad_011,1,person_A,person_B,IW07,IW01,IW08,IW02,161,162
20260510_154339_order1,dyad_011,1,person_B,person_A,IW01,IW01,IW01,IW01,169,170
20260510_154339_order1,dyad_011,1,person_A,person_B,IW01,IW01,IW01,IW07,205,206
20260510_154339_order1,dyad_011,1,person_B,person_A,IW10,IW00,IW11,IW01,216,217
20260510_154339_order1,dyad_011,1,person_A,person_B,IW04,IW01,IW01,IW10,222,223
20260510_154339_order1,dyad_011,1,person_B,person_A,IW08,IW04,IW06,IW08,237,238
20260510_154339_order1,dyad_011,1,person_A,person_B,IW06,IW06,IW06,IW08,238,239
20260510_154339_order1,dyad_011,1,person_B,person_A,IW01,IW04,IW02,IW10,241,242
20260510_154339_order1,dyad_011,1,person_A,person_B,IW01,IW00,IW00,IW01,246,247
20260510_154339_order1,dyad_011,1,person_B,person_A,IW02,IW10,IW04,IW00,248,249
20260510_154339_order1,dyad_011,1,person_A,person_B,IW11,IW01,IW01,IW01,253,254
20260510_154339_order1,dyad_011,1,person_B,person_A,IW01,IW07,IW06,IW02,256,257
20260510_154339_order1,dyad_011,1,person_A,person_B,IW07,IW11,IW01,IW07,263,264
20260510_154339_order1,dyad_011,1,person_B,person_A,IW01,IW01,IW01,IW01,266,267
20260510_154339_order1,dyad_011,1,person_A,person_B,IW01,IW01,IW01,IW01,267,268
20260510_154339_order1,dyad_011,1,person_B,person_A,IW08,IW01,IW01,IW06,270,271
20260510_154339_order1,dyad_011,1,person_A,person_B,IW01,IW11,IW01,IW07,273,274
20260510_154339_order1,dyad_011,1,person_B,person_A,IW06,IW06,IW06,IW06,284,285
20260510_154339_order1,dyad_011,1,person_A,person_B,IW01,IW02,IW11,IW06,286,287
20260510_154339_order1,dyad_011,1,person_B,person_A,IW01,IW01,IW00,IW11,288,289
20260510_154339_order1,dyad_011,1,person_A,person_B,IW04,IW01,IW10,IW00,293,294
20260510_154339_order1,dyad_011,1,person_B,person_A,IW01,IW01,IW06,IW10,295,296
20260510_154339_order1,dyad_011,1,person_A,person_B,IW10,IW01,IW01,IW01,326,327
20260510_154339_order1,dyad_011,1,person_B,person_A,IW07,IW10,IW10,IW01,333,334
20260510_154339_order1,dyad_011,1,person_A,person_B,IW10,IW00,IW00,IW01,340,341
20260510_154339_order1,dyad_011,1,person_B,person_A,IW02,IW11,IW01,IW00,342,343
20260510_154339_order1,dyad_011,1,person_A,person_B,IW01,IW01,IW01,IW10,345,346
20260510_154339_order1,dyad_011,1,person_B,person_A,IW01,IW06,IW01,IW01,346,347
20260510_154339_order1,dyad_011,1,person_A,person_B,IW09,IW09,IW01,IW01,361,362
20260510_154339_order1,dyad_011,1,person_A,person_B,IW01,IW01,IW03,IW01,377,378
20260510_154339_order1,dyad_011,1,person_B,person_A,IW01,IW08,IW08,IW03,379,380
20260510_154339_order1,dyad_011,1,person_A,person_B,IW05,IW01,IW02,IW05,386,387
20260510_154923_order2,dyad_011,2,person_A,person_B,IW01,IW00,IW01,IW01,22,23
20260510_154923_order2,dyad_011,2,person_B,person_A,IW01,IW11,IW02,IW01,24,25
20260510_154923_order2,dyad_011,2,person_A,person_B,IW07,IW01,IW01,IW02,26,27
20260510_154923_order2,dyad_011,2,person_B,person_A,IW01,IW01,IW01,IW01,31,32
20260510_154923_order2,dyad_011,2,person_A,person_B,IW00,IW01,IW01,IW04,37,38
20260510_154923_order2,dyad_011,2,person_B,person_A,IW01,IW01,IW11,IW01,39,40
20260510_154923_order2,dyad_011,2,person_B,person_A,IW01,IW01,IW01,IW07,52,53
20260510_154923_order2,dyad_011,2,person_A,person_B,IW01,IW01,IW01,IW01,54,55
20260510_154923_order2,dyad_011,2,person_B,person_A,IW01,IW08,IW08,IW01,55,56
20260510_154923_order2,dyad_011,2,person_A,person_B,IW06,IW08,IW08,IW08,57,58
20260510_154923_order2,dyad_011,2,person_B,person_A,IW01,IW11,IW01,IW01,60,61
20260510_154923_order2,dyad_011,2,person_A,person_B,IW01,IW01,IW01,IW01,62,63
20260510_154923_order2,dyad_011,2,person_A,person_B,IW01,IW01,IW06,IW01,76,77
20260510_154923_order2,dyad_011,2,person_B,person_A,IW08,IW01,IW07,IW07,82,83
20260510_154923_order2,dyad_011,2,person_A,person_B,IW06,IW01,IW01,IW00,85,86
20260510_154923_order2,dyad_011,2,person_B,person_A,IW01,IW01,IW08,IW01,88,89
20260510_154923_order2,dyad_011,2,person_A,person_B,IW04,IW01,IW01,IW08,93,94
20260510_154923_order2,dyad_011,2,person_B,person_A,IW02,IW11,IW06,IW02,97,98
20260510_154923_order2,dyad_011,2,person_A,person_B,IW10,IW07,IW01,IW01,101,102
20260510_154923_order2,dyad_011,2,person_A,person_B,IW01,IW01,IW01,IW01,104,105
20260510_154923_order2,dyad_011,2,person_B,person_A,IW06,IW11,IW10,IW01,116,117
20260510_154923_order2,dyad_011,2,person_A,person_B,IW10,IW07,IW00,IW06,117,118
20260510_154923_order2,dyad_011,2,person_B,person_A,IW01,IW02,IW02,IW01,133,134
20260510_154923_order2,dyad_011,2,person_A,person_B,IW01,IW01,IW01,IW02,135,136
20260510_154923_order2,dyad_011,2,person_B,person_A,IW01,IW07,IW06,IW08,140,141
20260510_154923_order2,dyad_011,2,person_A,person_B,IW10,IW11,IW05,IW01,144,145
20260510_154923_order2,dyad_011,2,person_B,person_A,IW05,IW10,IW02,IW10,145,146
20260510_154923_order2,dyad_011,2,person_A,person_B,IW09,IW01,IW02,IW02,147,148
20260510_154923_order2,dyad_011,2,person_B,person_A,IW07,IW06,IW04,IW02,150,151
20260510_154923_order2,dyad_011,2,person_A,person_B,IW00,IW10,IW01,IW01,157,158
20260510_154923_order2,dyad_011,2,person_B,person_A,IW11,IW02,IW04,IW01,162,163
20260510_154923_order2,dyad_011,2,person_A,person_B,IW04,IW01,IW07,IW11,163,164
20260510_154923_order2,dyad_011,2,person_B,person_A,IW01,IW01,IW06,IW07,165,166
