pair_id,session_id,order,condition_label,window_index,PC1,PC2,PC3,PC4,PC5
dyad_001,20260504_183351_order1,1,baseline,0,4.243941113153007,-6.454541546318033,0.2583452775771296,3.0670908563509554,3.877106294598207
dyad_001,20260504_183351_order1,1,baseline,1,7.579377999276804,-1.6892982296778882,-5.274021160358343,0.15471964186872156,0.27724594023658267
dyad_001,20260504_183351_order1,1,baseline,2,-1.333810624621664,0.4881356746961859,-0.235826326941382,-1.9349136322463103,-1.083105776171735
dyad_001,20260504_183351_order1,1,baseline,3,3.8850683587745625,-0.652148209039304,-1.2777062016948058,-3.1397496360209223,-1.7899445291317568
dyad_001,20260504_183351_order1,1,baseline,4,6.8775997239944475,-3.835201454284431,-3.614048057005296,-0.7625372932527127,-6.551072947093119
dyad_001,20260504_183351_order1,1,baseline,5,3.8916206323153952,-3.3016384282118065,0.07435696164039879,-0.8379781052648911,-4.066237788925647
dyad_001,20260504_183351_order1,1,baseline,6,3.3534050763838126,-1.8348752289206378,0.4163853365983376,-2.527168440416868,-2.117637367790403
dyad_001,20260504_183351_order1,1,baseline,7,3.002398122744427,-1.2450515995500264,1.3848652794393617,-3.799193532775863,-5.196583795205123
dyad_001,20260504_183351_order1,1,baseline,8,8.586704861304474,-1.1269476355767218,-4.122464498967296,-3.0160075831176067,-4.812941313482179
dyad_001,20260504_183351_order1,1,baseline,9,6.3484249180519745,-1.105969784921602,-4.230764271790261,-2.18124416836769,0.03443136228596682
dyad_001,20260504_183351_order1,1,baseline,10,3.084522111469958,-1.9339489783888286,1.5685362550732378,-0.6597216558549419,-4.587516637263622
dyad_001,20260504_183351_order1,1,baseline,11,-0.10260317010786786,0.14471215537635798,1.6441663278131953,-2.677401394827762,-2.505413173506469
dyad_001,20260504_183351_order1,1,baseline,12,5.428341770128528,-2.5077536822816335,-1.8090299283675506,0.01891563379144249,-2.8974697260616096
dyad_001,20260504_183351_order1,1,baseline,13,6.130276493029003,-3.9431414220511707,-1.8118364828397024,-0.02622164955490374,-6.179658809031258
dyad_001,20260504_183351_order1,1,baseline,14,4.049133507307133,-4.32678141864653,-0.43326477051818835,-0.8444707750787251,-4.998930057157088
dyad_001,20260504_183351_order1,1,baseline,15,7.6870900597250476,-3.3771617264567175,0.7115455824828183,-0.8634077799584104,-2.733471661000457
dyad_001,20260504_183351_order1,1,baseline,16,7.310228789493798,1.5187019655590641,0.40755180637434624,-2.329356806598399,-3.0815834344095236
dyad_001,20260504_183351_order1,1,baseline,17,4.22299427035413,0.3648343321787689,1.160251295708036,-3.6038385418484147,-3.5189344899792254
dyad_001,20260504_183351_order1,1,baseline,18,3.5945410331810956,-7.677740831281932,-2.823592747325375,1.4394444474793568,-6.671356080278403
dyad_001,20260504_183351_order1,1,baseline,19,7.388908337072769,-2.7200983635215845,-2.4042440182379963,-1.3503165519613736,-1.0528338424680779
dyad_001,20260504_183351_order1,1,baseline,20,9.328066032269719,-1.9357163447546737,1.199778159489233,-1.8517066464568555,-4.188082300796683
dyad_001,20260504_183351_order1,1,baseline,21,7.333834209665569,0.016068516288899257,0.17244798043279091,-2.0169609764921983,-1.6487121096208097
