session_label,window_idx,cluster
20260507_143033_order3,930,5
20260507_143033_order3,960,5
20260507_143033_order3,990,5
20260507_143033_order3,1020,5
20260507_143033_order3,1050,5
20260507_143033_order3,1110,5
20260507_143033_order3,1140,5
20260507_143033_order3,1230,3
20260507_143033_order3,1260,4
20260507_143033_order3,1350,4
20260507_143033_order3,1380,5
20260507_143033_order3,1410,5
20260507_143033_order3,1440,5
20260507_143033_order3,1470,5
20260507_143033_order3,1500,5
20260507_143033_order3,1530,5
20260507_143033_order3,1560,5
20260507_143033_order3,1590,5
20260507_143033_order3,1710,5
20260507_143033_order3,1740,5
20260507_143033_order3,1770,2
20260507_143033_order3,1800,2
20260507_143033_order3,1830,5
20260507_143033_order3,1860,5
20260507_143033_order3,1920,5
20260507_143033_order3,1950,5
20260507_143033_order3,1980,4
20260507_143033_order3,2040,2
20260507_143033_order3,2070,5
20260507_143033_order3,2100,5
20260507_143033_order3,2130,2
20260507_143033_order3,2160,2
20260507_143033_order3,2190,3
20260507_143033_order3,2220,5
20260507_143033_order3,2250,5
20260507_143033_order3,2280,5
20260507_143033_order3,2310,5
20260507_143033_order3,2340,5
20260507_143033_order3,2370,5
20260507_143033_order3,2400,5
20260507_143033_order3,2430,5
20260507_143033_order3,2460,5
20260507_143033_order3,2490,4
20260507_143033_order3,2520,4
20260507_143033_order3,2550,1
20260507_143033_order3,2580,1
20260507_143033_order3,2610,1
20260507_143033_order3,2640,1
20260507_143033_order3,2670,1
20260507_143033_order3,2700,1
20260507_143033_order3,2730,1
20260507_143033_order3,2760,1
20260507_143033_order3,2790,1
20260507_143033_order3,2820,0
20260507_143033_order3,2850,0
20260507_143033_order3,2880,2
20260507_143033_order3,2910,2
20260507_143033_order3,2940,2
20260507_143033_order3,2970,2
20260507_143033_order3,3000,2
20260507_143033_order3,3030,5
20260507_143033_order3,3060,5
20260507_143033_order3,3090,2
20260507_143033_order3,3120,2
20260507_143033_order3,3150,2
20260507_143033_order3,3180,2
20260507_143033_order3,3210,2
20260507_143033_order3,3240,2
20260507_143033_order3,3270,2
20260507_143033_order3,3300,2
20260507_143033_order3,3330,2
20260507_143033_order3,3360,2
20260507_143033_order3,3390,2
20260507_143033_order3,3420,2
20260507_143033_order3,3450,2
20260507_143033_order3,3480,2
20260507_143033_order3,3510,2
20260507_143033_order3,3540,2
20260507_143033_order3,3570,2
20260507_143033_order3,3600,2
20260507_143033_order3,3630,2
20260507_143033_order3,3660,2
20260507_143033_order3,3690,2
20260507_143033_order3,3720,2
20260507_143033_order3,3750,2
20260507_143033_order3,3780,2
20260507_143033_order3,3810,2
20260507_143033_order3,3840,2
20260507_143033_order3,3870,2
20260507_143033_order3,3900,2
