session_a,session_b,cosine_similarity
20260504_184034_order3,20260510_145207_order3,0.933345604996874
20260504_184034_order3,20260510_145409_order4,0.9792604183497481
20260504_184034_order3,20260510_154339_order1,0.8637788997170863
20260504_184034_order3,20260510_154923_order2,0.998617828282786
20260504_184034_order3,20260510_155222_order3,0.9990561573135501
20260504_184034_order3,20260510_155501_order4,0.9970544844309933
20260504_184304_order4,20260505_190850_order1,0.9647638200531168
20260504_184304_order4,20260505_191548_order2,0.9999999989999999
20260504_184304_order4,20260505_191759_order3,0.9805806745370741
20260504_184304_order4,20260505_192656_order4,0.9463498548666099
20260504_184304_order4,20260507_134304_order1,0.2771606509590606
20260504_184304_order4,20260507_135022_order2,0.3417430626487482
20260504_184304_order4,20260507_135244_order3,0.7999999988800001
20260504_184304_order4,20260507_135359_order4,0.6643638378919887
20260504_184304_order4,20260507_141202_order1,0.37922341698917417
20260504_184304_order4,20260507_142235_order2,0.4332944342896262
20260504_184304_order4,20260507_143033_order3,0.8269265009207316
20260504_184304_order4,20260507_143442_order4,0.961523946452144
20260504_184304_order4,20260507_151153_order1,0.9977851567946621
20260504_184304_order4,20260507_151733_order2,0.9999999989999999
20260504_184304_order4,20260507_152058_order3,0.9557790075273556
20260504_184304_order4,20260507_152317_order4,0.9805806745370741
20260504_184304_order4,20260507_154437_order1,0.9999999989999999
20260504_184304_order4,20260507_154803_order2,0.9998461409927826
20260504_184304_order4,20260507_155406_order3,0.9999999989999999
20260504_184304_order4,20260507_155542_order4,0.9999999989999999
20260504_184304_order4,20260510_112436_order1,0.9999999989999999
20260504_184304_order4,20260510_112937_order2,0.9996876453837631
20260504_184304_order4,20260510_113403_order3,0.9992009576834509
20260504_184304_order4,20260510_113658_order4,0.998983967987954
20260504_184304_order4,20260510_121708_order1,0.26311740546903184
20260504_184304_order4,20260510_122126_order2,0.9453729804243592
20260504_184304_order4,20260510_122534_order3,0.9486832968505138
20260504_184304_order4,20260510_122925_order4,0.9849570235059736
20260504_184304_order4,20260510_140907_order1,0.5219648695273094
20260504_184304_order4,20260510_141947_order2,0.7071067801865475
20260504_184304_order4,20260510_142206_order3,0.26311740546903184
20260504_184304_order4,20260510_142353_order4,0.4061384655173652
20260504_184304_order4,20260510_144735_order1,0.8944271897999159
20260504_184304_order4,20260510_145002_order2,0.8192319193781009
20260504_184304_order4,20260510_145207_order3,0.933345604996874
20260504_184304_order4,20260510_145409_order4,0.9792604183497481
20260504_184304_order4,20260510_154339_order1,0.8637788997170863
20260504_184304_order4,20260510_154923_order2,0.998617828282786
20260504_184304_order4,20260510_155222_order3,0.9990561573135501
20260504_184304_order4,20260510_155501_order4,0.9970544844309933
20260505_190850_order1,20260505_191548_order2,0.9647638200531168
20260505_190850_order1,20260505_191759_order3,0.9976303269815631
20260505_190850_order1,20260505_192656_order4,0.9980288741879499
20260505_190850_order1,20260507_134304_order1,0.5202039789916448
20260505_190850_order1,20260507_135022_order2,0.5769773500858617
20260505_190850_order1,20260507_135244_order3,0.9296814988672972
20260505_190850_order1,20260507_135359_order4,0.8376105953866247
20260505_190850_order1,20260507_141202_order1,0.6093249200290648
20260505_190850_order1,20260507_142235_order2,0.6551619935355019
20260505_190850_order1,20260507_143033_order3,0.945742324489674
20260505_190850_order1,20260507_143442_order4,0.9999274269083381
20260505_190850_order1,20260507_151153_order1,0.9801293298720378
20260505_190850_order1,20260507_151733_order2,0.9647638200531168
20260505_190850_order1,20260507_152058_order3,0.9994801128058121
20260505_190850_order1,20260507_152317_order4,0.9976303269815631
20260505_190850_order1,20260507_154437_order1,0.9647638200531168
20260505_190850_order1,20260507_154803_order2,0.9692307680199763
20260505_190850_order1,20260507_155406_order3,0.9647638200531168
20260505_190850_order1,20260507_155542_order4,0.9647638200531168
20260505_190850_order1,20260510_112436_order1,0.9647638200531168
20260505_190850_order1,20260510_112937_order2,0.9710383530742424
20260505_190850_order1,20260510_113403_order3,0.9745092204423432
20260505_190850_order1,20260510_113658_order4,0.9756414879777332
20260505_190850_order1,20260510_121708_order1,0.507692306926864
20260505_190850_order1,20260510_122126_order2,0.9978354715983645
20260505_190850_order1,20260510_122534_order3,0.9984603516546433
20260505_190850_order1,20260510_122925_order4,0.9957174518129541
20260505_190850_order1,20260510_140907_order1,0.728003281355533
20260505_190850_order1,20260510_141947_order2,0.868243140616767
20260505_190850_order1,20260510_142206_order3,0.507692306926864
20260505_190850_order1,20260510_142353_order4,0.6322674214924444
20260505_190850_order1,20260510_144735_order1,0.9805806740755355
20260505_190850_order1,20260510_145002_order2,0.9412532408786131
20260505_190850_order1,20260510_145207_order3,0.9949117160785537
20260505_190850_order1,20260510_145409_order4,0.9980640837950383
20260505_190850_order1,20260510_154339_order1,0.9659198686029276
20260505_190850_order1,20260510_154923_order2,0.977259495544315
20260505_190850_order1,20260510_155222_order3,0.97528232548369
20260505_190850_order1,20260510_155501_order4,0.9821022779397746
20260505_191548_order2,20260505_191759_order3,0.9805806745370741
20260505_191548_order2,20260505_192656_order4,0.9463498548666099
20260505_191548_order2,20260507_134304_order1,0.2771606509590606
20260505_191548_order2,20260507_135022_order2,0.3417430626487482
20260505_191548_order2,20260507_135244_order3,0.7999999988800001
20260505_191548_order2,20260507_135359_order4,0.6643638378919887
20260505_191548_order2,20260507_141202_order1,0.37922341698917417
20260505_191548_order2,20260507_142235_order2,0.4332944342896262
20260505_191548_order2,20260507_143033_order3,0.8269265009207316
20260505_191548_order2,20260507_143442_order4,0.961523946452144
20260505_191548_order2,20260507_151153_order1,0.9977851567946621
20260505_191548_order2,20260507_151733_order2,0.9999999989999999
20260505_191548_order2,20260507_152058_order3,0.9557790075273556
20260505_191548_order2,20260507_152317_order4,0.9805806745370741
20260505_191548_order2,20260507_154437_order1,0.9999999989999999
20260505_191548_order2,20260507_154803_order2,0.9998461409927826
20260505_191548_order2,20260507_155406_order3,0.9999999989999999
20260505_191548_order2,20260507_155542_order4,0.9999999989999999
20260505_191548_order2,20260510_112436_order1,0.9999999989999999
20260505_191548_order2,20260510_112937_order2,0.9996876453837631
20260505_191548_order2,20260510_113403_order3,0.9992009576834509
20260505_191548_order2,20260510_113658_order4,0.998983967987954
20260505_191548_order2,20260510_121708_order1,0.26311740546903184
20260505_191548_order2,20260510_122126_order2,0.9453729804243592
20260505_191548_order2,20260510_122534_order3,0.9486832968505138
20260505_191548_order2,20260510_122925_order4,0.9849570235059736
20260505_191548_order2,20260510_140907_order1,0.5219648695273094
20260505_191548_order2,20260510_141947_order2,0.7071067801865475
20260505_191548_order2,20260510_142206_order3,0.26311740546903184
20260505_191548_order2,20260510_142353_order4,0.4061384655173652
20260505_191548_order2,20260510_144735_order1,0.8944271897999159
20260505_191548_order2,20260510_145002_order2,0.8192319193781009
20260505_191548_order2,20260510_145207_order3,0.933345604996874
