pair_id,session_id,order,condition_label,window_size_s,window_index,start_time_s,end_time_s,behavior_token,cluster_id
dyad_003,20260507_134304_order1,1,baseline,5.0,4,1778150604.5679114,1778150609.5279114,BT00,0
dyad_003,20260507_134304_order1,1,baseline,5.0,5,1778150609.5679114,1778150614.5279114,BT01,1
dyad_003,20260507_134304_order1,1,baseline,5.0,6,1778150614.5679114,1778150619.5279114,BT01,1
dyad_003,20260507_134304_order1,1,baseline,5.0,7,1778150619.5679114,1778150624.5279114,BT00,0
dyad_003,20260507_134304_order1,1,baseline,5.0,8,1778150624.5679114,1778150629.5279114,BT01,1
dyad_003,20260507_134304_order1,1,baseline,5.0,9,1778150629.5679114,1778150634.5279114,BT00,0
dyad_003,20260507_134304_order1,1,baseline,5.0,10,1778150634.5679114,1778150639.5279114,BT01,1
dyad_003,20260507_134304_order1,1,baseline,5.0,11,1778150639.5679114,1778150644.5279114,BT01,1
dyad_003,20260507_134304_order1,1,baseline,5.0,12,1778150644.5679114,1778150649.5279114,BT01,1
dyad_003,20260507_134304_order1,1,baseline,5.0,13,1778150649.5679114,1778150654.5279114,BT01,1
dyad_003,20260507_134304_order1,1,baseline,5.0,14,1778150654.5679114,1778150659.5279114,BT01,1
dyad_003,20260507_134304_order1,1,baseline,5.0,15,1778150659.5679114,1778150664.5279114,BT01,1
dyad_003,20260507_134304_order1,1,baseline,5.0,16,1778150664.5679114,1778150669.5279114,BT01,1
dyad_003,20260507_134304_order1,1,baseline,5.0,17,1778150669.5679114,1778150674.5279114,BT01,1
dyad_003,20260507_134304_order1,1,baseline,5.0,18,1778150674.5679114,1778150679.5279114,BT01,1
dyad_003,20260507_134304_order1,1,baseline,5.0,19,1778150679.5679114,1778150684.5279114,BT01,1
