session_a,session_b,cosine_similarity
20260504_183351_order1,20260504_183529_order2,0.9959393437385861
20260504_183351_order1,20260504_184034_order3,0.9975793460515293
20260504_183351_order1,20260504_184304_order4,0.9941700048075246
20260504_183351_order1,20260505_190850_order1,0.9237461037349788
20260504_183351_order1,20260505_191548_order2,0.9936067603571809
20260504_183351_order1,20260505_191759_order3,0.9948440896205119
20260504_183351_order1,20260505_192656_order4,0.9014705186964885
20260504_183351_order1,20260507_134304_order1,0.40850232012091314
20260504_183351_order1,20260507_135022_order2,0.5206397896189554
20260504_183351_order1,20260507_135244_order3,0.670815733751024
20260504_183351_order1,20260507_135359_order4,0.6410418675003287
20260504_183351_order1,20260507_141202_order1,0.36893393209409714
20260504_183351_order1,20260507_142235_order2,0.4816982843962956
20260504_183351_order1,20260507_143033_order3,0.6249165601996566
20260504_183351_order1,20260507_143442_order4,0.6463378500106433
20260504_183351_order1,20260507_151153_order1,0.8540683869237361
20260504_183351_order1,20260507_151733_order2,0.9877733225879806
20260504_183351_order1,20260507_152058_order3,0.9610840024836665
20260504_183351_order1,20260507_152317_order4,0.9275147820212262
20260504_183351_order1,20260507_154437_order1,0.9979869520005731
20260504_183351_order1,20260507_154803_order2,0.9998711968746673
20260504_183351_order1,20260507_155406_order3,0.99998288161398
20260504_183351_order1,20260507_155542_order4,0.9999999986538939
20260504_183351_order1,20260510_112436_order1,0.9924808929821146
20260504_183351_order1,20260510_112937_order2,0.9967006156287672
20260504_183351_order1,20260510_113403_order3,0.999274032114585
20260504_183351_order1,20260510_113658_order4,0.9986710817178014
20260504_183351_order1,20260510_121708_order1,0.5120293178047376
20260504_183351_order1,20260510_122126_order2,0.9573604332909825
20260504_183351_order1,20260510_122534_order3,0.8342622320009594
20260504_183351_order1,20260510_122925_order4,0.9756651393262598
20260504_183351_order1,20260510_140907_order1,0.6506445589068905
20260504_183351_order1,20260510_141947_order2,0.8597124649819233
20260504_183351_order1,20260510_142206_order3,0.5373703601706458
20260504_183351_order1,20260510_142353_order4,0.5755986252290093
20260504_183351_order1,20260510_144735_order1,0.7064790779918104
20260504_183351_order1,20260510_145002_order2,0.8760439087143971
20260504_183351_order1,20260510_145207_order3,0.838792786106209
20260504_183351_order1,20260510_145409_order4,0.9600783609926893
20260504_183351_order1,20260510_154339_order1,0.8843935009521989
20260504_183351_order1,20260510_154923_order2,0.9965487224225529
20260504_183351_order1,20260510_155222_order3,0.994450412718614
20260504_183351_order1,20260510_155501_order4,0.8982690343370319
20260504_183529_order2,20260504_184034_order3,0.9997887460392718
20260504_183529_order2,20260504_184304_order4,0.9998400643547555
20260504_183529_order2,20260505_190850_order1,0.8855143471806093
20260504_183529_order2,20260505_191548_order2,0.9794083645323828
20260504_183529_order2,20260505_191759_order3,0.9816742021067253
20260504_183529_order2,20260505_192656_order4,0.8588427213467977
20260504_183529_order2,20260507_134304_order1,0.32467093442474393
20260504_183529_order2,20260507_135022_order2,0.441662907594043
20260504_183529_order2,20260507_135244_order3,0.6013257564086781
20260504_183529_order2,20260507_135359_order4,0.5693427321027764
20260504_183529_order2,20260507_141202_order1,0.28375992208842066
20260504_183529_order2,20260507_142235_order2,0.400848464236273
20260504_183529_order2,20260507_143033_order3,0.5520958437250124
20260504_183529_order2,20260507_143442_order4,0.5750182380473302
20260504_183529_order2,20260507_151153_order1,0.803771914191997
20260504_183529_order2,20260507_151733_order2,0.9697274152352834
20260504_183529_order2,20260507_152058_order3,0.9323109079049701
20260504_183529_order2,20260507_152317_order4,0.890097672206513
20260504_183529_order2,20260507_154437_order1,0.9882250124354791
20260504_183529_order2,20260507_154803_order2,0.9972559513204018
20260504_183529_order2,20260507_155406_order3,0.9953955527868692
20260504_183529_order2,20260507_155542_order4,0.9959393437385861
20260504_183529_order2,20260510_112436_order1,0.9994700170163491
20260504_183529_order2,20260510_112937_order2,0.9999604501979945
20260504_183529_order2,20260510_113403_order3,0.9917865458351857
20260504_183529_order2,20260510_113658_order4,0.9992555381024353
20260504_183529_order2,20260510_121708_order1,0.43262002298080837
20260504_183529_order2,20260510_122126_order2,0.9274645309382443
20260504_183529_order2,20260510_122534_order3,0.7812367073429338
20260504_183529_order2,20260510_122925_order4,0.9519634973829295
20260504_183529_order2,20260510_140907_order1,0.5796377621823103
20260504_183529_order2,20260510_141947_order2,0.8102377435204873
20260504_183529_order2,20260510_142206_order3,0.45926452689254277
20260504_183529_order2,20260510_142353_order4,0.4996435062541945
20260504_183529_order2,20260510_144735_order1,0.6398953039159765
20260504_183529_order2,20260510_145002_order2,0.8290728618675395
20260504_183529_order2,20260510_145207_order3,0.7863715869514811
20260504_183529_order2,20260510_145409_order4,0.9309965159687954
20260504_183529_order2,20260510_154339_order1,0.8387830012010974
20260504_183529_order2,20260510_154923_order2,0.9850289693102424
20260504_183529_order2,20260510_155222_order3,0.9998836808474854
20260504_183529_order2,20260510_155501_order4,0.85505957038697
20260504_184034_order3,20260504_184304_order4,0.9992612568133206
20260504_184034_order3,20260505_190850_order1,0.8948768475696717
20260504_184034_order3,20260505_191548_order2,0.9833510630887872
20260504_184034_order3,20260505_191759_order3,0.9853837057115157
20260504_184034_order3,20260505_192656_order4,0.8691897816851811
20260504_184034_order3,20260507_134304_order1,0.3440427374826281
20260504_184034_order3,20260507_135022_order2,0.46001013370645183
