pair_id,session_id,order,condition_label,window_size_s,from_token,to_token,count
dyad_009,20260510_141947_order2,2,competitive,5.0,BT00,BT00,5
dyad_009,20260510_141947_order2,2,competitive,5.0,BT00,BT01,6
dyad_009,20260510_141947_order2,2,competitive,5.0,BT01,BT00,5
dyad_009,20260510_141947_order2,2,competitive,5.0,BT01,BT01,5
dyad_009,20260510_142206_order3,3,competitive,5.0,BT00,BT00,1
dyad_009,20260510_142206_order3,3,competitive,5.0,BT00,BT01,2
dyad_009,20260510_142206_order3,3,competitive,5.0,BT01,BT00,2
dyad_009,20260510_142206_order3,3,competitive,5.0,BT01,BT01,8
dyad_009,20260510_142353_order4,4,competitive,5.0,BT00,BT00,2
dyad_009,20260510_142353_order4,4,competitive,5.0,BT00,BT01,2
dyad_009,20260510_142353_order4,4,competitive,5.0,BT01,BT00,2
dyad_009,20260510_142353_order4,4,competitive,5.0,BT01,BT01,6
dyad_010,20260510_144735_order1,1,baseline,5.0,BT00,BT00,6
dyad_010,20260510_144735_order1,1,baseline,5.0,BT00,BT01,3
dyad_010,20260510_144735_order1,1,baseline,5.0,BT01,BT00,3
dyad_010,20260510_144735_order1,1,baseline,5.0,BT01,BT01,2
dyad_010,20260510_145002_order2,2,competitive,5.0,BT00,BT00,6
dyad_010,20260510_145002_order2,2,competitive,5.0,BT00,BT01,3
dyad_010,20260510_145002_order2,2,competitive,5.0,BT01,BT00,3
dyad_010,20260510_145002_order2,2,competitive,5.0,BT01,BT01,4
dyad_010,20260510_145207_order3,3,competitive,5.0,BT00,BT00,8
dyad_010,20260510_145207_order3,3,competitive,5.0,BT00,BT01,4
dyad_010,20260510_145207_order3,3,competitive,5.0,BT01,BT00,4
dyad_010,20260510_145207_order3,3,competitive,5.0,BT01,BT01,1
dyad_010,20260510_145409_order4,4,competitive,5.0,BT00,BT00,26
dyad_010,20260510_145409_order4,4,competitive,5.0,BT00,BT01,3
dyad_010,20260510_145409_order4,4,competitive,5.0,BT01,BT00,3
dyad_010,20260510_145409_order4,4,competitive,5.0,BT01,BT01,2
dyad_011,20260510_154339_order1,1,baseline,5.0,BT00,BT00,17
dyad_011,20260510_154339_order1,1,baseline,5.0,BT00,BT01,6
dyad_011,20260510_154339_order1,1,baseline,5.0,BT01,BT00,6
dyad_011,20260510_154339_order1,1,baseline,5.0,BT01,BT01,8
dyad_011,20260510_154923_order2,2,competitive,5.0,BT00,BT00,17
dyad_011,20260510_154923_order2,2,competitive,5.0,BT00,BT01,1
dyad_011,20260510_154923_order2,2,competitive,5.0,BT01,BT00,1
dyad_011,20260510_155222_order3,3,competitive,5.0,BT00,BT00,21
dyad_011,20260510_155222_order3,3,competitive,5.0,BT00,BT01,1
dyad_011,20260510_155222_order3,3,competitive,5.0,BT01,BT00,1
dyad_011,20260510_155501_order4,4,competitive,5.0,BT00,BT00,11
dyad_011,20260510_155501_order4,4,competitive,5.0,BT00,BT01,1
dyad_011,20260510_155501_order4,4,competitive,5.0,BT01,BT00,1
