session_label,dyad_id,order,from_token,to_token,count
20260507_155542_order1,dyad_001,1,NV00,NV00,9
20260507_155542_order1,dyad_001,1,NV00,NV01,1
20260507_155542_order1,dyad_001,1,NV00,NV02,3
20260507_155542_order1,dyad_001,1,NV01,NV00,2
20260507_155542_order1,dyad_001,1,NV01,NV01,25
20260507_155542_order1,dyad_001,1,NV01,NV02,2
20260507_155542_order1,dyad_001,1,NV02,NV00,2
20260507_155542_order1,dyad_001,1,NV02,NV01,3
20260507_155542_order1,dyad_001,1,NV02,NV02,12
