token_id,token,description,window_count,prevalence,mean_duration_windows_per_run,top_session,prevalence_order1,centroid_pair_motion_energy_mean,centroid_motion_energy_absdiff_mean,centroid_both_active_ratio,centroid_one_active_ratio,centroid_activity_state_entropy,centroid_root_distance_mean,centroid_root_distance_delta,centroid_motion_crosscorr_absmax,centroid_motion_crosscorr_abs_lag_s,centroid_closest_hand_to_other_head_mean,centroid_hand_to_hand_min_mean,centroid_partner_gaze_ratio_mean,centroid_partner_gaze_ratio_both,centroid_task_gaze_ratio_mean,centroid_mutual_gaze_ratio
0,NV00,moderate motion; alternating/one-sided activity; partner gaze; separated posture; motion-asymmetric,13,0.21666666666666667,3.25,20260507_155542_order1,0.21666666666666667,0.37642504978070146,0.28033689291868924,0.14448669201520914,0.6749049429657792,1.2882043975778754,0.8749805710420031,0.050781195449877595,0.7989791920704874,0.3222439753891398,0.6033472558101284,0.5539769057492832,0.44336185044359955,0.12309885931558939,0.7027883396704692,0.12309885931558939
1,NV01,moderate motion; limited activity; partner gaze; close posture,30,0.5,6.0,20260507_155542_order1,0.5,0.2615619828237754,0.0794159654165591,0.06946677384780282,0.38994794059102755,1.2922405942940656,0.682953049473775,0.003026262155706434,0.7041728745836211,0.33869305164791014,0.4379285719306004,0.2714045398640498,0.33775455519828523,0.10651125401929269,0.6423403766651357,0.10651125401929269
2,NV02,high motion; alternating/one-sided activity; partner gaze; typical distance,17,0.2833333333333333,2.8333333333333335,20260507_155542_order1,0.2833333333333333,0.41209874578346883,0.1333237910910719,0.2939153439153443,0.5296296296296296,1.6071557783531527,0.7745786377353971,-0.04374290134755261,0.7313748106530725,0.3571435546874999,0.471678516499176,0.35674960872383416,0.5496031746031748,0.28148148148148155,0.5435185185185186,0.2851851851851852
