model,target,feature_set,validation,n_samples,n_classes,accuracy,balanced_accuracy,macro_f1,top3_accuracy,status
actor_word_markov_active,active_response_word,actor_word,leave-one-dyad-out,6063,10,0.07801418439716312,0.10615849238770883,0.07361758490552592,0.2866567705756226,ok
immediate_response_markov_active,active_response_word,immediate_response_word,leave-one-dyad-out,6063,10,0.5502226620484908,0.5681607943211773,0.5816365549706144,0.6589147286821705,ok
logistic_l2_active_current,active_response_word,actor_current_movement_plus_context_words,leave-one-dyad-out,6063,10,0.0987959755896421,0.134633775737869,0.09400640841667106,0.3402605970641597,ok
hist_gradient_boosting_active_current,active_response_word,actor_current_movement_plus_context_words,leave-one-dyad-out,6063,10,0.15075045357083952,0.09854384397611299,0.08884252072479216,0.40854362526801913,ok
random_forest_active_current,active_response_word,actor_current_movement_plus_context_words,leave-one-dyad-out,6063,10,0.06993237671119908,0.11553239300675067,0.06661003581651007,0.28913079333663205,ok
xgboost_hist,active_response_word,actor_current_movement_numeric_only,leave-one-dyad-out,6063,10,0.15025564901863764,0.09374731590761604,0.07820601401935638,0.3974929902688438,ok
hist_gradient_boosting_active_current_past3,active_response_word,actor_current_and_past3_movement_plus_words,leave-one-dyad-out,6063,10,0.14728682170542637,0.09609035982236483,0.08601961625632355,0.40458518885040406,ok
xgboost_hist,active_response_word,actor_current_and_past3_numeric_only,leave-one-dyad-out,6063,10,0.13442190334817747,0.08644377508457866,0.07533561877095761,0.39600857661223815,ok
